target_species,target_species_c,cospecies_scientific_name,cospecies_family,cospecies_acronym,cospecies_nativity,cospecies_c,cospecies_w,cospecies_physiognomy,cospecies_duration,cospecies_common_name
Symphyotrichum lateriflorum,4,Vicia cracca,Fabaceae,VICR,non-native,0,5,forb,perennial,bird vetch
Symphyotrichum lateriflorum,4,Vicia tetrasperma,Fabaceae,VITE,non-native,0,5,forb,annual,lentil vetch
Symphyotrichum lateriflorum,4,Viola sororia,Violaceae,VISO,native,3,0,forb,perennial,blue violet
Symphyotrichum lateriflorum,4,Vitis aestivalis,Vitaceae,VIAE,native,5,3,vine,perennial,summer grape
Symphyotrichum lateriflorum,4,Acer platanoides,Aceraceae,ACPL,non-native,0,5,tree,perennial,norway maple
Symphyotrichum lateriflorum,4,Acer pseudoplatanus,Aceraceae,ACPS,non-native,0,5,tree,perennial,sycamore maple
Symphyotrichum lateriflorum,4,Acer rubrum var. rubrum,Aceraceae,ACRUR,native,3,-4,tree,perennial,red maple
Symphyotrichum lateriflorum,4,Acer saccharinum,Aceraceae,ACSA2,native,5,-3,tree,perennial,silver maple
Symphyotrichum lateriflorum,4,Acer saccharum,Aceraceae,ACSA3,native,5,3,tree,perennial,sugar maple
Symphyotrichum lateriflorum,4,Achillea millefolium,Asteraceae,ACMI2,non-native,0,3,forb,perennial,yarrow
Symphyotrichum lateriflorum,4,Actaea pachypoda,Ranunculaceae,ACPA,native,6,3,forb,perennial,white baneberry
Symphyotrichum lateriflorum,4,Agalinis tenuifolia,Orobanchaceae,AGTE3,native,5,-3,forb,annual,slenderleaf false foxglove
Symphyotrichum lateriflorum,4,Ageratina altissima,Asteraceae,AGAL5,native,3,3,forb,perennial,white snakeroot
Symphyotrichum lateriflorum,4,Agrostis stolonifera,Poaceae,AGST2,non-native,0,-1,grass,perennial,creeping bent-grass
Symphyotrichum lateriflorum,4,Ailanthus altissima,Simaroubaceae,AIAL,non-native,0,3,tree,perennial,tree-of-heaven
Symphyotrichum lateriflorum,4,Ajuga reptans,Lamiaceae,AJRE,non-native,0,5,forb,perennial,carpet bugleweed
Symphyotrichum lateriflorum,4,Alliaria petiolata,Brassicaceae,ALPE4,non-native,0,3,forb,biennial,garlic-mustard
Symphyotrichum lateriflorum,4,Allium vineale,Liliaceae,ALVI,non-native,0,3,forb,perennial,field garlic
Symphyotrichum lateriflorum,4,Alnus serrulata,Betulaceae,ALSE2,native,4,-5,shrub,perennial,smooth alder
Symphyotrichum lateriflorum,4,Amblystegium serpens,Amblystegiaceae,AMSE3,native,5,3,bryophyte,NA,creeping feathermoss
Symphyotrichum lateriflorum,4,Ambrosia artemisiifolia,Asteraceae,AMAR2,native,1,3,forb,annual,ragweed
Symphyotrichum lateriflorum,4,Amelanchier arborea,Rosaceae,AMAR3,native,6,0,tree,perennial,service-berry
Symphyotrichum lateriflorum,4,Amphicarpaea bracteata,Fabaceae,AMBR2,native,4,0,forb,perennial,hog peanut
Symphyotrichum lateriflorum,4,Andropogon glomeratus,Poaceae,ANGL2,native,6,-3,grass,perennial,bushy bluestem
Symphyotrichum lateriflorum,4,Anomodon attenuatus,Anomodontaceae,ANAT4,native,4,3,bryophyte,NA,poodlemoss
Symphyotrichum lateriflorum,4,Antennaria plantaginifolia,Asteraceae,ANPL,native,2,5,forb,perennial,plantain-leaved pussytoes
Symphyotrichum lateriflorum,4,Anthoxanthum odoratum,Poaceae,ANOD,non-native,0,3,grass,perennial,sweet vernalgrass
Symphyotrichum lateriflorum,4,Apocynum androsaemifolium,Apocynaceae,APAN2,native,3,3,forb,perennial,pink dogbane
Symphyotrichum lateriflorum,4,Apocynum cannabinum,Apocynaceae,APCA,native,2,0,forb,perennial,indian-hemp
Symphyotrichum lateriflorum,4,Arisaema triphyllum,Araceae,ARTR,native,5,-3,forb,perennial,jack-in-the-pulpit
Symphyotrichum lateriflorum,4,Artemisia vulgaris,Asteraceae,ARVU,non-native,0,5,forb,perennial,mugwort
Symphyotrichum lateriflorum,4,Arthraxon hispidus,Poaceae,ARHI3,non-native,0,-3,grass,annual,small carpgrass
Symphyotrichum lateriflorum,4,Asclepias amplexicaulis,Asclepiadaceae,ASAM,native,6,5,forb,perennial,blunt-leaved milkweed
Symphyotrichum lateriflorum,4,Asclepias incarnata,Asclepiadaceae,ASIN,native,5,-5,forb,perennial,swamp milkweed
Symphyotrichum lateriflorum,4,Asclepias purpurascens,Asclepiadaceae,ASPU2,native,7,3,forb,perennial,purple milkweed
Symphyotrichum lateriflorum,4,Asplenium platyneuron,Aspleniaceae,ASPL,native,4,3,fern,perennial,ebony spleenwort
Symphyotrichum lateriflorum,4,Atrichum angustatum,Polytrichaceae,ATAN3,native,2,3,bryophyte,NA,lesser starburst
Symphyotrichum lateriflorum,4,Aulacomnium palustre,Aulacomniaceae,AUPA70,native,5,-3,bryophyte,NA,hummock moss
Symphyotrichum lateriflorum,4,Berberis thunbergii,Berberidaceae,BETH,non-native,0,3,forb,perennial,japanese barberry
Symphyotrichum lateriflorum,4,Betula lenta,Betulaceae,BELE,native,5,3,tree,perennial,black birch
Symphyotrichum lateriflorum,4,Betula populifolia,Betulaceae,BEPO,native,3,0,tree,perennial,gray birch
Symphyotrichum lateriflorum,4,Bidens frondosa,Asteraceae,BIFR,native,2,-3,forb,annual,beggar-ticks
Symphyotrichum lateriflorum,4,Boehmeria cylindrica,Urticaceae,BOCY,native,4,-5,forb,perennial,false nettle
Symphyotrichum lateriflorum,4,Brachyelytrum erectum,Poaceae,BRER2,native,6,3,grass,perennial,bearded short-husk
Symphyotrichum lateriflorum,4,Brachythecium rivulare,Brachytheciaceae,BRRI5,native,6,5,bryophyte,NA,stream feathermoss
Symphyotrichum lateriflorum,4,Brachythecium salebrosum,Brachytheciaceae,BRSA7,native,3,NA,bryophyte,NA,golden feathermoss
Symphyotrichum lateriflorum,4,Brassica nigra,Brassicaceae,BRNI,non-native,0,5,forb,annual,black mustard
Symphyotrichum lateriflorum,4,Callicladium haldanianum,Hypnaceae,CAHA32,native,4,0,bryophyte,NA,swordmoss
Symphyotrichum lateriflorum,4,Calystegia sepium,Convolvulaceae,CASE13,native,2,0,vine,perennial,hedge false bindweed
Symphyotrichum lateriflorum,4,Cardamine pratensis var. pratensis,Brassicaceae,CAPRP,non-native,0,-5,forb,perennial,cuckoo-flower
Symphyotrichum lateriflorum,4,Carex appalachica,Cyperaceae,CAAP5,native,10,5,sedge,perennial,appalachian stellate sedge
Symphyotrichum lateriflorum,4,Carex bicknellii,Cyperaceae,CABI3,native,10,0,sedge,perennial,bicknell's sedge
Symphyotrichum lateriflorum,4,Carex cephalophora,Cyperaceae,CACE,native,4,3,sedge,perennial,sedge
Symphyotrichum lateriflorum,4,Carex crinita,Cyperaceae,CACR6,native,5,-5,sedge,perennial,fringed sedge
Symphyotrichum lateriflorum,4,Carex intumescens,Cyperaceae,CAIN12,native,5,-3,sedge,perennial,bladder sedge
Symphyotrichum lateriflorum,4,Carex lurida,Cyperaceae,CALU5,native,4,-5,sedge,perennial,sallow sedge
Symphyotrichum lateriflorum,4,Carex pallescens,Cyperaceae,CAPA17,native,7,-3,sedge,perennial,pale sedge
Symphyotrichum lateriflorum,4,Carex pensylvanica,Cyperaceae,CAPE6,native,5,5,sedge,perennial,pennsylvania sedge
Symphyotrichum lateriflorum,4,Carex scoparia,Cyperaceae,CASC11,native,3,-3,sedge,perennial,broom sedge
Symphyotrichum lateriflorum,4,Carex stricta,Cyperaceae,CAST8,native,5,-5,sedge,perennial,tussock sedge
Symphyotrichum lateriflorum,4,Carex swanii,Cyperaceae,CASW,native,5,3,sedge,perennial,swan's sedge
Symphyotrichum lateriflorum,4,Carpinus caroliniana,Betulaceae,CACA18,native,7,0,tree,perennial,hornbeam
Symphyotrichum lateriflorum,4,Carya tomentosa,Juglandaceae,CATO6,native,5,3,tree,perennial,mockernut hickory
Symphyotrichum lateriflorum,4,Celastrus orbiculatus,Celastraceae,CEOR7,non-native,0,3,vine,perennial,asian bittersweet
Symphyotrichum lateriflorum,4,Chamaecrista nictitans,Fabaceae,CHNI2,native,2,3,forb,annual,wild sensitive-plant
Symphyotrichum lateriflorum,4,Chimaphila maculata,Pyrolaceae,CHMA3,native,5,5,forb,perennial,pipsissewa
Symphyotrichum lateriflorum,4,Chimaphila umbellata,Pyrolaceae,CHUM,native,7,5,forb,perennial,pipsissewa
Symphyotrichum lateriflorum,4,Cichorium intybus,Asteraceae,CIIN,non-native,0,3,forb,biennial,blue chicory
Symphyotrichum lateriflorum,4,Cicuta maculata,Apiaceae,CIMA2,native,5,-5,forb,biennial,spotted water hemlock
Symphyotrichum lateriflorum,4,Cinna arundinacea,Poaceae,CIAR2,native,5,-3,grass,perennial,wood reedgrass
Symphyotrichum lateriflorum,4,Cirsium arvense,Asteraceae,CIAR4,non-native,0,3,forb,perennial,canada thistle
Symphyotrichum lateriflorum,4,Cirsium muticum,Asteraceae,CIMU,native,8,-5,forb,biennial,swamp thistle
Symphyotrichum lateriflorum,4,Cirsium vulgare,Asteraceae,CIVU,non-native,0,3,forb,biennial,bull-thistle
Symphyotrichum lateriflorum,4,Claytonia virginica var. virginica,Portulacaceae,CLVIV,native,5,0,forb,perennial,virginia spring-beauty
Symphyotrichum lateriflorum,4,Clematis terniflora,Ranunculaceae,CLTE4,non-native,0,3,vine,perennial,autumn virgin's bower
Symphyotrichum lateriflorum,4,Clematis virginiana,Ranunculaceae,CLVI5,native,5,0,vine,perennial,virgin's bower
Symphyotrichum lateriflorum,4,Climacium americanum,Climaciaceae,CLAM3,native,3,0,bryophyte,NA,treemoss
Symphyotrichum lateriflorum,4,Climacium dendroides,Climaciaceae,CLDE70,native,3,0,bryophyte,NA,swamp treemoss
Symphyotrichum lateriflorum,4,Clinopodium vulgare,Lamiaceae,CLVU,native,2,5,forb,perennial,wild basil
Symphyotrichum lateriflorum,4,Cornus florida,Cornaceae,COFL2,native,5,3,tree,perennial,flowering dogwood
Symphyotrichum lateriflorum,4,Cornus racemosa,Cornaceae,CORA6,native,5,0,shrub,perennial,grey dogwood
Symphyotrichum lateriflorum,4,Cyperus strigosus,Cyperaceae,CYST,native,1,-3,sedge,perennial,straw-colored flatsedge
Symphyotrichum lateriflorum,4,Dactylis glomerata,Poaceae,DAGL,non-native,0,3,grass,perennial,orchard grass
Symphyotrichum lateriflorum,4,Danthonia spicata,Poaceae,DASP2,native,3,5,grass,perennial,wild oat-grass
Symphyotrichum lateriflorum,4,Deschampsia flexuosa,Poaceae,DEFL,native,4,3,grass,perennial,hair grass
Symphyotrichum lateriflorum,4,Dianthus armeria,Caryophyllaceae,DIAR,non-native,0,5,forb,annual,deptford pink
Symphyotrichum lateriflorum,4,Dichanthelium acuminatum var. acuminatum,Poaceae,DIACA,native,5,0,grass,perennial,walter benner's panic grass
Symphyotrichum lateriflorum,4,Dichanthelium acuminatum var. lindheimeri,Poaceae,DIACL,native,5,0,grass,perennial,lindheimer's panicgrass
Symphyotrichum lateriflorum,4,Dichanthelium clandestinum,Poaceae,DICL,native,2,-3,grass,perennial,deertongue
Symphyotrichum lateriflorum,4,Dichanthelium commutatum,Poaceae,DICO2,native,6,0,grass,perennial,variable panicgrass
Symphyotrichum lateriflorum,4,Dicranum flagellare,Dicranaceae,DIFL6,native,5,0,bryophyte,NA,whip broommoss
Symphyotrichum lateriflorum,4,Dicranum montanum,Dicranaceae,DIMO6,native,4,0,bryophyte,NA,bark broommoss
Symphyotrichum lateriflorum,4,Dicranum scoparium,Dicranaceae,DISC71,native,3,0,bryophyte,NA,eyelash moss
Symphyotrichum lateriflorum,4,Dioscorea villosa,Dioscoreaceae,DIVI4,native,5,0,vine,perennial,wild yam
Symphyotrichum lateriflorum,4,Dryopteris cristata,Dryopteridaceae,DRCR4,native,8,-5,fern,perennial,crested shield fern
Symphyotrichum lateriflorum,4,Dryopteris marginalis,Dryopteridaceae,DRMA4,native,7,3,fern,perennial,marginal wood fern
Symphyotrichum lateriflorum,4,Echinochloa crus-galli,Poaceae,ECCR,non-native,0,-3,grass,annual,barnyard-grass
Symphyotrichum lateriflorum,4,Elodium paludosum,Helodiaceae,ELPA18,native,8,-5,bryophyte,NA,narrowleaf beardmoss
Symphyotrichum lateriflorum,4,Epilobium coloratum,Onagraceae,EPCO,native,2,-5,forb,perennial,purple-leaved willow-herb
Symphyotrichum lateriflorum,4,Equisetum arvense,Equisetaceae,EQAR,native,2,0,fern,perennial,field horsetail
Symphyotrichum lateriflorum,4,Equisetum hyemale,Equisetaceae,EQHY,native,3,-3,fern,perennial,scouring-rush
Symphyotrichum lateriflorum,4,Erechtites hieraciifolius,Asteraceae,ERHI12,native,2,0,forb,annual,american burnweed
Symphyotrichum lateriflorum,4,Erigeron strigosus,Asteraceae,ERST3,native,1,0,forb,biennial,daisy fleabane
Symphyotrichum lateriflorum,4,Erythronium americanum,Liliaceae,ERAM5,native,5,5,forb,perennial,yellow trout-lily
Symphyotrichum lateriflorum,4,Euonymus alatus,Celastraceae,EUAL13,non-native,0,5,shrub,perennial,winged euonymous
Symphyotrichum lateriflorum,4,Euonymus fortunei,Celastraceae,EUFO5,non-native,0,5,shrub,perennial,wintercreeper
Symphyotrichum lateriflorum,4,Euphorbia cyparissias,Euphorbiaceae,EUCY2,non-native,0,5,forb,perennial,cypress spurge
Symphyotrichum lateriflorum,4,Eurybia divaricata,Asteraceae,EUDI16,native,5,5,forb,perennial,white wood aster
Symphyotrichum lateriflorum,4,Euthamia graminifolia,Asteraceae,EUGR5,native,2,0,forb,perennial,flat-top goldentop
Symphyotrichum lateriflorum,4,Eutrochium maculatum,Asteraceae,EUMA9,native,5,-5,forb,perennial,spotted joe-pye-weed
Symphyotrichum lateriflorum,4,Fagus grandifolia,Fagaceae,FAGR,native,6,3,tree,perennial,american beech
Symphyotrichum lateriflorum,4,Frangula alnus,Rhamnaceae,FRAL4,non-native,0,5,forb,perennial,glossy buckthorn
Symphyotrichum lateriflorum,4,Fraxinus americana,Oleaceae,FRAM2,native,5,3,tree,perennial,white ash
Symphyotrichum lateriflorum,4,Frullania eboracensis,Jubulaceae,FREB,native,0,NA,bryophyte,perennial,new york scalewort
Symphyotrichum lateriflorum,4,Galium aparine,Rubiaceae,GAAP2,native,2,3,forb,annual,stickywilly
Symphyotrichum lateriflorum,4,Galium mollugo,Rubiaceae,GAMO,non-native,0,3,forb,perennial,white bedstraw
Symphyotrichum lateriflorum,4,Galium pilosum,Rubiaceae,GAPI2,native,5,5,forb,perennial,hairy bedstraw
Symphyotrichum lateriflorum,4,Geranium maculatum,Geraniaceae,GEMA,native,5,3,forb,perennial,wood geranium
Symphyotrichum lateriflorum,4,Haplocladium microphyllum,Leskeaceae,HAMI4,native,5,NA,bryophyte,NA,NA
Symphyotrichum lateriflorum,4,Hieracium piloselloides,Asteraceae,HIPI2,non-native,0,5,forb,perennial,tall hawkweed
Symphyotrichum lateriflorum,4,Homomallium adnatum,Hypnaceae,HOAD,native,5,3,bryophyte,NA,curved feathermoss
Symphyotrichum lateriflorum,4,Hypericum canadense,Clusiaceae,HYCA7,native,4,-3,forb,annual,canadian st. johns-wort
Symphyotrichum lateriflorum,4,Hypericum mutilum,Clusiaceae,HYMU,native,3,-3,forb,annual,dwarf st. johns-wort
Symphyotrichum lateriflorum,4,Hypnum imponens,Hypnaceae,HYIM3,native,3,NA,bryophyte,NA,brocade moss
Symphyotrichum lateriflorum,4,Hypnum lindbergii,Hypnaceae,HYLI70,native,5,NA,bryophyte,NA,lindbergs plaitmoss
Symphyotrichum lateriflorum,4,Ilex opaca,Aquifoliaceae,ILOP,native,4,3,tree,perennial,american holly
Symphyotrichum lateriflorum,4,Ilex verticillata,Aquifoliaceae,ILVE,native,7,-3,tree,perennial,winterberry
Symphyotrichum lateriflorum,4,Impatiens capensis,Balsaminaceae,IMCA,native,3,-3,forb,annual,jewelweed
Symphyotrichum lateriflorum,4,Iris versicolor,Iridaceae,IRVE2,native,5,-5,forb,perennial,northern blue flag
Symphyotrichum lateriflorum,4,Juncus effusus,Juncaceae,JUEF,native,2,-5,rush,perennial,rush
Symphyotrichum lateriflorum,4,Juncus tenuis,Juncaceae,JUTE,native,1,0,rush,perennial,poverty rush
Symphyotrichum lateriflorum,4,Juniperus virginiana,Cupressaceae,JUVI,native,2,3,tree,perennial,eastern red-cedar
Symphyotrichum lateriflorum,4,Krigia biflora,Asteraceae,KRBI,native,3,3,forb,perennial,twoflower dwarfdandelion
Symphyotrichum lateriflorum,4,Leptodictyum riparium,Amblystegiaceae,LERI6,native,5,NA,bryophyte,NA,wet thread
Symphyotrichum lateriflorum,4,Lespedeza capitata,Fabaceae,LECA8,native,3,3,forb,perennial,roundhead lespedeza
Symphyotrichum lateriflorum,4,Lespedeza hirta,Fabaceae,LEHI2,native,3,5,forb,perennial,hairy lespedeza
Symphyotrichum lateriflorum,4,Leucanthemum vulgare,Asteraceae,LEVU,non-native,0,5,forb,perennial,ox-eye daisy
Symphyotrichum lateriflorum,4,Leucobryum glaucum,Leucobryaceae,LEGL19,native,3,0,bryophyte,NA,cushionmoss
Symphyotrichum lateriflorum,4,Liquidambar styraciflua,Hamamelidaceae,LIST2,native,3,0,tree,perennial,sweetgum
Symphyotrichum lateriflorum,4,Liriodendron tulipifera,Magnoliaceae,LITU,native,5,3,tree,perennial,tulip tree
Symphyotrichum lateriflorum,4,Lonicera japonica,Caprifoliaceae,LOJA,non-native,0,0,vine,perennial,japanese honeysuckle
Symphyotrichum lateriflorum,4,Lonicera morrowii,Caprifoliaceae,LOMO2,non-native,0,3,shrub,perennial,morrow's honeysuckle
Symphyotrichum lateriflorum,4,Lotus corniculatus,Fabaceae,LOCO6,non-native,0,3,forb,perennial,bird's-foot trefoil
Symphyotrichum lateriflorum,4,Ludwigia palustris,Onagraceae,LUPA,native,2,-5,forb,perennial,marsh-purslane
Symphyotrichum lateriflorum,4,Luzula multiflora,Juncaceae,LUMU2,native,7,3,forb,perennial,field woodrush
Symphyotrichum lateriflorum,4,Lycopus virginicus,Lamiaceae,LYVI4,native,4,-5,forb,perennial,virginia water horehound
Symphyotrichum lateriflorum,4,Lyonia ligustrina,Ericaceae,LYLI,native,6,-3,shrub,perennial,maleberry
Symphyotrichum lateriflorum,4,Lysimachia quadrifolia,Primulaceae,LYQU2,native,5,3,forb,perennial,whorled loosestrife
Symphyotrichum lateriflorum,4,Maianthemum canadense,Liliaceae,MACA4,native,4,0,forb,perennial,canada mayflower
Symphyotrichum lateriflorum,4,Malus prunifolia,Rosaceae,MAPR,non-native,0,5,tree,perennial,chinese crabapple
Symphyotrichum lateriflorum,4,Microstegium vimineum,Poaceae,MIVI,non-native,0,0,grass,annual,stiltgrass
Symphyotrichum lateriflorum,4,Mitchella repens,Rubiaceae,MIRE,native,5,3,forb,perennial,partridge-berry
Symphyotrichum lateriflorum,4,Monarda fistulosa,Lamiaceae,MOFI,native,4,3,forb,perennial,wild bergamot
Symphyotrichum lateriflorum,4,Monotropa hypopitys,Monotropaceae,MOHY3,native,8,5,forb,perennial,pinesap
Symphyotrichum lateriflorum,4,Morella pensylvanica,Myricaceae,MOPE6,native,4,0,shrub,perennial,northern bayberry
Symphyotrichum lateriflorum,4,Narcissus pseudonarcissus,Liliaceae,"NAPS",non-native,0,5,forb,perennial,daffodil
Symphyotrichum lateriflorum,4,Nyssa sylvatica,Cornaceae,NYSY,native,4,0,tree,perennial,sourgum
Symphyotrichum lateriflorum,4,Odontoschisma denudatum,Cephaloziaceae,ODDE3,native,7,NA,bryophyte,perennial,matchstick swampwort
Symphyotrichum lateriflorum,4,Onoclea sensibilis,Dryopteridaceae,ONSE,native,3,-3,fern,perennial,sensitive fern
Symphyotrichum lateriflorum,4,Osmunda cinnamomea,Osmundaceae,OSCI,native,5,-3,fern,perennial,cinnamon fern
Symphyotrichum lateriflorum,4,Osmunda regalis,Osmundaceae,OSRE,native,7,-5,fern,perennial,royal fern
Symphyotrichum lateriflorum,4,Oxalis corniculata,Oxalidaceae,OXCO,non-native,0,3,forb,annual,creeping yellow wood-sorrel
Symphyotrichum lateriflorum,4,Oxalis stricta,Oxalidaceae,OXST,native,1,5,forb,perennial,yellow wood-sorrel
Symphyotrichum lateriflorum,4,Pachysandra terminalis,Buxaceae,PATE11,non-native,0,5,forb,perennial,pachysandra
Symphyotrichum lateriflorum,4,Packera aurea,Asteraceae,PAAU3,native,5,-3,forb,perennial,golden ragwort
Symphyotrichum lateriflorum,4,Packera obovata,Asteraceae,PAOB6,native,8,3,forb,perennial,roundleaf ragwort
Symphyotrichum lateriflorum,4,Pallavicinia lyellii,Pallaviciniaceae,PALY3,native,6,-4,bryophyte,perennial,swamp veilwort
Symphyotrichum lateriflorum,4,Parthenocissus quinquefolia,Vitaceae,PAQU2,native,2,3,vine,perennial,virginia creeper
Symphyotrichum lateriflorum,4,Pedicularis canadensis,Scrophulariaceae,PECA,native,7,3,forb,perennial,canadian lousewort
Symphyotrichum lateriflorum,4,Penstemon digitalis,Scrophulariaceae,PEDI,native,0,0,forb,perennial,foxglove beardtongue
Symphyotrichum lateriflorum,4,Phalaris arundinacea,Poaceae,PHAR3,native,1,-3,grass,perennial,reed canary-grass
Symphyotrichum lateriflorum,4,Phleum pratense,Poaceae,PHPR3,non-native,0,3,grass,perennial,timothy
Symphyotrichum lateriflorum,4,Pinus strobus,Pinaceae,PIST,native,5,3,tree,perennial,eastern white pine
Symphyotrichum lateriflorum,4,Pinus sylvestris,Pinaceae,PISY,non-native,0,5,tree,perennial,scots pine
Symphyotrichum lateriflorum,4,Plagiomnium cuspidatum,Mniaceae,PLCU4,native,2,NA,bryophyte,NA,woodsy moss
Symphyotrichum lateriflorum,4,Plagiothecium denticulatum,Plagiotheciaceae,PLDE2,native,5,NA,bryophyte,NA,toothed silkmoss
Symphyotrichum lateriflorum,4,Platanthera lacera,Orchidaceae,PLLA2,native,7,-3,forb,perennial,ragged fringed orchid
Symphyotrichum lateriflorum,4,Platydictya subtilis,Amblystegiaceae,PLSU5,native,5,NA,bryophyte,NA,NA
Symphyotrichum lateriflorum,4,Poa annua,Poaceae,POAN,non-native,0,3,grass,annual,annual bluegrass
Symphyotrichum lateriflorum,4,Poa compressa,Poaceae,POCO,non-native,0,3,grass,perennial,canada bluegrass
Symphyotrichum lateriflorum,4,Poa pratensis,Poaceae,POPR,non-native,0,3,grass,perennial,kentucky bluegrass
Symphyotrichum lateriflorum,4,Poa trivialis,Poaceae,POTR2,non-native,0,-3,grass,perennial,rough bluegrass
Symphyotrichum lateriflorum,4,Podophyllum peltatum,Berberidaceae,POPE,native,6,3,forb,perennial,mayapple
Symphyotrichum lateriflorum,4,Polygala sanguinea,Polygalaceae,POSA3,native,4,0,forb,annual,field milkwort
Symphyotrichum lateriflorum,4,Polygonum arifolium,Polygonaceae,POAR6,native,5,-5,forb,annual,halberd-leaved tearthumb
Symphyotrichum lateriflorum,4,Polygonum cespitosum,Polygonaceae,POCE4,non-native,0,3,forb,annual,cespitose knotweed
Symphyotrichum lateriflorum,4,Polygonum cuspidatum,Polygonaceae,POCU6,non-native,0,3,forb,perennial,japanese knotweed
Symphyotrichum lateriflorum,4,Polygonum persicaria,Polygonaceae,POPE3,non-native,0,-3,forb,annual,lady's-thumb
Symphyotrichum lateriflorum,4,Polygonum sagittatum,Polygonaceae,POSA5,native,3,-5,forb,perennial,arrow-leaved tearthumb
Symphyotrichum lateriflorum,4,Polytrichastrum ohioense,Polytrichaceae,POOH2,native,5,4,bryophyte,NA,ohio haircap
Symphyotrichum lateriflorum,4,Polytrichum commune,Polytrichaceae,POCO38,native,3,0,bryophyte,NA,haircap moss
Symphyotrichum lateriflorum,4,Polytrichum juniperinum,Polytrichaceae,POJU70,native,4,3,bryophyte,NA,redtip haircap
Symphyotrichum lateriflorum,4,Potentilla canadensis,Rosaceae,POCA17,native,2,5,forb,perennial,dwarf cinquefoil
Symphyotrichum lateriflorum,4,Potentilla simplex,Rosaceae,POSI2,native,2,2,forb,perennial,cinquefoil
Symphyotrichum lateriflorum,4,Prunus serotina,Rosaceae,PRSE2,native,2,3,tree,perennial,wild black cherry
Symphyotrichum lateriflorum,4,Pteridium aquilinum,Dennstaedtiaceae,PTAQ,native,4,3,fern,perennial,bracken fern
Symphyotrichum lateriflorum,4,Pycnanthemum tenuifolium,Lamiaceae,PYTE,native,4,-3,forb,perennial,mountain-mint
Symphyotrichum lateriflorum,4,Pycnanthemum virginianum,Lamiaceae,PYVI,native,4,0,forb,perennial,mountain-mint
Symphyotrichum lateriflorum,4,Pylaisia polyantha,Hypnaceae,PYPO4,native,5,NA,bryophyte,perennial,flowered leskea
Symphyotrichum lateriflorum,4,Pyrola americana,Pyrolaceae,PYAM,native,8,0,forb,perennial,american wintergreen
Symphyotrichum lateriflorum,4,Pyrus calleryana,Rosaceae,PYCA80,non-native,0,5,tree,perennial,callery pear
Symphyotrichum lateriflorum,4,Quercus alba,Fagaceae,QUAL,native,4,3,tree,perennial,white oak
Symphyotrichum lateriflorum,4,Quercus palustris,Fagaceae,QUPA2,native,4,-3,tree,perennial,pin oak
Symphyotrichum lateriflorum,4,Quercus rubra,Fagaceae,QURU,native,5,3,tree,perennial,northern red oak
Symphyotrichum lateriflorum,4,Quercus velutina,Fagaceae,QUVE,native,5,5,tree,perennial,black oak
Symphyotrichum lateriflorum,4,Ranunculus abortivus,Ranunculaceae,RAAB,native,2,-3,forb,biennial,kidney-leaf buttercup
Symphyotrichum lateriflorum,4,Ranunculus bulbosus,Ranunculaceae,RABU,non-native,0,0,forb,perennial,bulbous buttercup
Symphyotrichum lateriflorum,4,Ranunculus recurvatus,Ranunculaceae,RARE2,native,5,-3,forb,perennial,blisterwort
Symphyotrichum lateriflorum,4,Rhododendron periclymenoides,Ericaceae,RHPE4,native,5,0,shrub,perennial,pinxter-flower
Symphyotrichum lateriflorum,4,Rhynchospora capitellata,Cyperaceae,RHCA12,native,5,-5,sedge,perennial,brownish beaked-rush
Symphyotrichum lateriflorum,4,Robinia pseudoacacia,Fabaceae,ROPS,non-native,0,2,tree,perennial,black locust
Symphyotrichum lateriflorum,4,Rorippa sylvestris,Brassicaceae,ROSY,non-native,0,-5,forb,perennial,creeping yellowcress
Symphyotrichum lateriflorum,4,Rosa multiflora,Rosaceae,ROMU,non-native,0,3,shrub,perennial,multiflora rose
Symphyotrichum lateriflorum,4,Rosa palustris,Rosaceae,ROPA,native,6,-5,shrub,perennial,swamp rose
Symphyotrichum lateriflorum,4,Rosa virginiana,Rosaceae,ROVI2,native,4,0,shrub,perennial,virginia rose
Symphyotrichum lateriflorum,4,Rubus allegheniensis,Rosaceae,RUAL,native,3,3,shrub,perennial,allegheny blackberry
Symphyotrichum lateriflorum,4,Rubus flagellaris,Rosaceae,RUFL,native,5,3,forb,perennial,northern dewberry
Symphyotrichum lateriflorum,4,Rubus hispidus,Rosaceae,RUHI,native,5,-3,forb,perennial,bristly dewberry
Symphyotrichum lateriflorum,4,Rubus phoenicolasius,Rosaceae,RUPH,non-native,0,3,shrub,perennial,wineberry
Symphyotrichum lateriflorum,4,Rumex acetosella,Polygonaceae,RUAC3,non-native,0,3,forb,perennial,sheep sorrel
Symphyotrichum lateriflorum,4,Sambucus nigra,Caprifoliaceae,SANI4,native,4,-3,shrub,perennial,black elderberry
Symphyotrichum lateriflorum,4,Sassafras albidum,Lauraceae,SAAL5,native,2,3,tree,perennial,sassafras
Symphyotrichum lateriflorum,4,Schizachyrium scoparium,Poaceae,SCSC,native,3,3,grass,perennial,little bluestem
Symphyotrichum lateriflorum,4,Scirpus atrocinctus,Cyperaceae,SCAT4,native,10,-5,sedge,perennial,blackgirdle bulrush
Symphyotrichum lateriflorum,4,Scirpus cyperinus,Cyperaceae,SCCY,native,3,-5,sedge,perennial,wool-grass
